EventType	Survey Type	VIN First9	VIN Last8	ModelYear	BodyModelCode	CorpVehicleDescription	Family Code	CustomerID	SurveyStatus	PurchaseDate	BuildDate	SampleDate	ReceiptDate	ZoneCode (BC)	SALES DISTRICT	SalesGroupSize	Brand	DealerCode	MarketCode	PlantCode	G_Date	RepairNumber	RepairDate	SERVICE DISTRICT 	SalesPerson_SID	FinancePerson_SID	SalesManager_SID	ServiceAdvisor_SID	Technician_SID	QGENDER	QAGE	QMARITAL	QINCOME	QArea	QEducation	AR_QSalesAdvocacy	AR_QBrandAdvocacy	AR_QAvailableVehs	AR_QAppearance	AR_QComfort	AR_QFacility	AR_QFollowThrough	AR_QVehKnowledge	AR_QMeetNeeds	AR_QCourteous	AR_QResponsive	AR_QHonest	AR_QTabletDevice	AR_QTabletUse_VehNeeds	AR_QTabletUse_VehFeatures	AR_QTabletUse_CapturePersonalInfo	AR_QTabletUse_PricingPayment	AR_QTabletUse_Other	AR_QTabletUse_NoRecall	AR_QTabletUse_VerbOther	AR_QTestDrive	AR_QTestDriveReason	AR_QTestDriveReason_VerbOther	AR_QSalesCons	AR_QAgreementEase	AR_QClarity	AR_QTimeFinalPaperwork	AR_QFairness	AR_QProfessional	AR_QWorkingOutDeal	AR_QPressure	AR_QExplainVehFeatures	AR_QHandoff	AR_QTimeFinalDelivery	AR_QVehCondition	AR_QConvenience	AR_QBluetooth	AR_QVehCommunication	AR_QFeatureSetup	AR_QDelivery	AR_QVehConditionDesc_Dings	AR_QVehConditionDesc_Dirty	AR_QVehConditionDesc_MissingFeature	AR_QVehConditionDesc_NoIssues	AR_QVehConditionDesc_Other	AR_QVehConditionDesc_VerbOther	AR_QSalesExperience	AR_DealerSat_Verbatim	AR_DealerSat_Verbatim_Codes_Array	AR_DealerSat_Verbatim_Codes_01	AR_DealerSat_Verbatim_Codes_02	AR_DealerSat_Verbatim_Codes_03	AR_QModelSat	AR_ModelSat_Verbatim	AR_ModelSat_Verbatim_Codes_Array	AR_ModelSat_Verbatim_Codes_01	AR_ModelSat_Verbatim_Codes_02	AR_ModelSat_Verbatim_Codes_03	AR_QServAdvocacy	AR_QTypeWork ExpressLane	AR_QTypeWork NotExpressLane	AR_QTypeWork Warranty	AR_QTypeWork NonWarranty	AR_QTypeWork Recall	AR_QTypeWork Collision_BodyRepair	AR_QTypeWork Other(specify)	AR_QTypeWork_VerbOther	AR_QFFV	AR_QFFVReasons_Busy	AR_QFFVReasons_MoreWork	AR_QFFVReasons_NotFind	AR_QFFVReasons_BrokeAgain	AR_QFFVReasons_PartsNA	AR_QFFVReasons_NotFixed	AR_QFFVReasons_NewProb	AR_QFFVReasons_NotWarr	AR_QFFVReasons_NoAppt	AR_QFFVReasons_Other	AR_QFFVReasons_DontKnow	AR_QFFVReasons_VerbOther	AR_FFVFix_Maint	AR_FFVFix_WarningIndic	AR_FFVFix_Engine	AR_FFVFix_NoStart	AR_FFVFix_Xmissn	AR_FFVFix_Brakes	AR_FFVFix_SteerSuspn	AR_FFVFix_TiresWheels	AR_FFVFix_Exterior	AR_FFVFix_WaterWind	AR_FFVFix_Interior	AR_FFVFix_SqueakRattleVibr	AR_FFVFix_NavAudioEnter	AR_FFVFix_Electrical	AR_FFVFix_HeatingAC	AR_FFVFix_SunroofTop	AR_FFVFix_Doors	AR_FFVFix_Recall	AR_FFVFix_Seats	AR_FFVFix_Access	AR_FFVFix_Other	AR_FFVFix_VerbOther	AR_QTimeComplete	AR_Q_ThoroughWork	AR_QCondition	AR_QKnowledge	AR_QCourtesy	AR_QResponsiveness	AR_QThoroughExplain	AR_QFocused	AR_QAdvice	AR_QVehInspect	AR_StatusUpdate	AR_CostEstimate	AR_Q_SERV_ADV	AR_QEaseSched	AR_QHowSched	AR_QDayWait	AR_QDaySat	AR_QTimelinessDropoff	AR_QFacilityComfort	AR_QFacilityEase	AR_QCleanFacility	AR_QTabletPurpose_CapturePersonalInfo	AR_QTabletPurpose_ServiceHistory	AR_QTabletPurpose_Odometer	AR_QTabletPurpose_WorkToComplete	AR_QTabletPurpose_IssueDetails	AR_QTabletPurpose_CostEstimate	AR_QTabletPurpose_Other	AR_QTabletPurpose_NoRecall	AR_QTabletPurpose_VerbOther	AR_QTransOffer	AR_QTransType	AR_QVehReady	AR_QAccuracyCost	AR_QExplainCharges	AR_QWorkPerformed	AR_QPickup	AR_QFairCharges	AR_QHelpful	AR_QServiceExperience	AR_DealerSuggestionVerbatim	AR_DealerSuggestionVerbatim_Codes_Array	AR_DealerSuggestionVerbatim_Codes_01	AR_DealerSuggestionVerbatim_Codes_02	AR_DealerSuggestionVerbatim_Codes_03	CL_ContactYou	CL_Resolved	CL_Advocacy	CL_Delivery	CL_SlsConsult	CL_SER_ADV	CL_Comment	CL_Comment_Category_Codes_Array	CL_Comment_Category_Codes_01	CL_Comment_Category_Codes_02	CL_Comment_Category_Codes_03	Original_DlrAdvocacy	Original_Delivery	Original_SlsConsultant	Original_Serv_Advisor	CL_InviteDate	CL_ReturnDate	CL_Status	UniqueID	Original_ReportMonth	VehicleSaleType	LanguageCode	RPT_MONTH
001	Sales	ZARFAEDN8	H7555460	2017	GAGL41	GIULIA AWD                     AWD	GA	737763740	001	20180330	20170518	20180403	20180404174041	35	I	A	A	69228	U    	7         	2017-05-18	          	          	G         	S33993N   	S83993N   	S29893N   	          	          	1	1949	02	10	1	5	07	07	08	06	08	09	1	09	09	09	09	09	3	00	00	00	00	00	00	 	1		 	09	09	09	07	09	09	09	1	09	1	09	06	1	1	1	1	06	00	00	00	00	00	Vehicle was delivered with 50 lbs tire pressure while mid 30's were specified. I had to adjust tire pressure tire pressure at home. I think this should have been checked/adjusted at the dealership. Mechanic was aware of this condition prior to delivery.	06	 	 	0000	0000	0000	06	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	I wonder why the included "owner's guide" is not the complete owner's manual.	8001	8001	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	07	06	09		 	 	ARFX	59116578	201804    	B	en	201804    
001	Sales	ZARFAECN6	H7540246	2017	GAFT41	GIULIA TI RWD                  RWD	GA	737763756	001	20180329	20170213	20180403	20180403170220	63	K	B	A	69193	U    	7         	2017-02-13	          	          	L         	S87051Q   	S82692N   	S16715M   	          	          	1	1968	01	9	3	7	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	OUTSTANDING!	7001	7001	0000	0000	10	EVERYTHING WAS OUTSTANDING!	0370	0370	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	EVERYTHING WAS PERFECTION!	7001	7001	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59116587	201804    	1	en	201804    
001	Sales	ZASFAKNN5	J7C00721	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737764838	001	20180331	20171106	20180403	20180404185602	74	E	A	A	69114	U    	7         	2017-11-06	          	          	A         	S91135Q   	          	S12472M   	          	          	1	1983	03	3	3	4	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Great service overall!	7001	7001	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59116820	201804    	1	en	201804    
001	Sales	ZASFAKAN1	J7B98438	2018	GUGL74	STELVIO AWD                    AWD	GU	737765043	001	20180330	20171025	20180403	20180409190055	71	1	B	A	69219	U    	7         	2017-10-25	          	          	H         	S13271N   	          	S36522P   	          	          	1	1960	03	3	2	7	08	08	10	07	08	08	1	08	10	10	08	10	2	00	00	00	00	00	00	 	1		 	10	10	10	06	10	10	10	1	08	1	06	10	1	1	1	1	08	00	00	00	04	00	 	08	We were able to come to terms, great price for a great car.	5002	5002	0000	0000	08	Drives so nice, quick and handles very well.	3011	3011	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Paper work took too long.	3008,3011	3008	3011	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	08	08	10		 	 	AXFX	59116898	201804    	L	en	201804    
001	Sales	ZARFAECNX	J7571893	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737766016	001	20180330	20170919	20180403	20180421154109	63	F	B	A	69094	U    	7         	2017-09-19	          	          	G         	S59195Q   	          	S46388F   	          	          	1	1980	01	2	3	7	10	09	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	09	Sales person was informative and sincere. Dealership was well kept.	1018,1107,1304,3102	1018	1107	1304	10	-The Giulia's design (external and internal).  -The minimal "tech"(buttons) on the inside. (especially when compared to the competition) -The steering feels great.	2106	2106	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	There was too much follow-up(calls and messages) after leaving the dealership to make my decision before buying. (This applies to all dealerships I went to in the Houston area)	1106	1106	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	ACFX	59117078	201804    	1	en	201804    
001	Sales	ZASFAKNN7	J7B93268	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737766307	001	20180331	20171002	20180403	20180403175557	71	G	B	A	69319	U    	7         	2017-10-02	          	          	N         	S38266Q   	S12067J   	S12067J   	          	          	2	1957	02	7	2	8	04	07	05	10	05	07	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	08	08	05	05	07	07	1	07	2	07	10	1	1	1	1	08	00	00	00	04	00	 	08	Brandon was professional & nice to deal with	1006,1014	1006	1014	0000	07	I like how the vehicle drives so far	0370	0370	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	The dealership should have offered Alfa Romeo accessories like hats or t shirts etc. I discovered I could have gotten a similar vehicle at another dealership for $2,000 less.	5002,8001	5002	8001	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	04	08	10		 	 	ARFX	59117170	201804    	L	en	201804    
001	Sales	ZARFAECNX	J7563888	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737766443	001	20180331	20170711	20180403	20180405094242	66	1	A	A	69318	U    	7         	2017-07-11	          	          	H         	S94736P   	S57050E   	S31436P   	          	          	1	1963	02	10	3	4	09	08	07	09	09	08	1	09	09	09	09	09	1	00	00	00	00	00	06	 	1		 	09	09	09	10	07	09	08	1	09	2	09	09	1	1	1	1	09	00	00	00	04	00	 	08	 	 	0000	0000	0000	09	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09	09	09		 	 	AXFX	59117202	201804    	1	en	201804    
001	Sales	ZASFAKPNX	J7B71827	2018	GUGL74	STELVIO AWD                    AWD	GU	737767053	001	20180331	20170619	20180403	20180404152800	42	E	A	A	69256	U    	7         	2017-06-19	          	          	E         	          	          	S26558O   	          	          	1	1986	01	3	2	7	10	10	10	07	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117284	201804    	L	en	201804    
001	Sales	ZARFAECN3	J7563327	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737767059	001	20180331	20170705	20180403	20180404113748	66	X	A	A	69206	U    	7         	2017-07-05	          	          	C         	S36833Q   	S48438M   	S34067M   	          	          	2	1962	02	3	2	2	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	07	10	10	10	1	10	2	10	10	1	1	1	1	10	00	00	00	04	00	 	10	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Time	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117285	201804    	1	en	201804    
001	Sales	ZARFAEBN3	H7555143	2017	GAFL41	GIULIA RWD                     RWD	GA	737767072	001	20180331	20170516	20180403	20180403183214	66	1	A	A	69318	U    	7         	2017-05-16	          	          	H         	S23340Q   	S57050E   	S31436P   	          	          	2	1967	03	4	2	5	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Arthur was so nice and professional.  A pleasure driving from Florida to lease a vehicle from Jim Ellis. Thank you Arthur!	1006,1014,5104	1006	1014	5104	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Have a winning lottery ticket in the glove box :-)  Exceeded expectations! Thank you!	2003	2003	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117288	201804    	L	en	201804    
001	Sales	ZASFAKPN6	J7B66432	2018	GUGL74	STELVIO AWD                    AWD	GU	737767282	001	20180330	20170526	20180403	20180403151758	71	D	C	A	69146	U    	7         	2017-05-26	          	          	Y         	S97321N   	S08289B   	S96624M   	          	          	1	1966	01	5	3	7	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Very courteous and professional, did not insult me with an outlandish lease price, and service was excellent	1004,1014,5002,5104	1004	1014	5002	10	Since I had my current car, they drove my new car to my house which was 15 miles away while I drove the old one back  so I did not have to Lyft back to Glendale	3104	3104	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Could not find the second key, but that is now on order	8001	8001	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117346	201804    	L	en	201804    
001	Sales	ZASFAKAN4	J7B83688	2018	GUGL74	STELVIO AWD                    AWD	GU	737767286	001	20180331	20170803	20180403	20180404215959	66	1	A	A	69318	U    	7         	2017-08-03	          	          	H         	S54756Q   	S57050E   	S31436P   	          	          	1	1970	02	3	3	5	08	07	07	08	06	07	1	07	08	10	10	10	3	00	00	00	00	00	00	 	1		 	10	08	05	08	08	07	08	1	07	1	08	09	1	1	1	1	09	00	00	00	04	00	 	08	Courtesy and respect of the entire staff was refreshing and made the experience a pleasurable one for me and my wife.	1003,1004	1003	1004	0000	08	Vehicle lives up to the performance claims. Its fun to drive!	2002	2002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	I would have appreciated more explanation of the lease documents before closing the deal.	1105,3008,5104	1105	3008	5104	          	          	          	          	0000      	0000      	0000	99        	          	          	          	08	09	10		 	 	AXFX	59117347	201804    	L	en	201804    
001	Sales	ZARFAEEN2	J7579791	2018	GAGT41	GIULIA TI AWD                  AWD	GA	737768000	001	20180331	20171120	20180403	20180404084215	35	U	A	A	69242	U    	7         	2017-11-20	          	          	O         	S28130Q   	          	S27809O   	          	          	2	1994	01	1	3	7	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	2	4	 	10	10	10	09	10	10	10	2	09	1	10	10	1	2	1	1	10	00	00	00	04	00	 	10	Kafia Mara was the best. I never expected to buy it on that day but he was so exceptional that he made me buy it. Thanks for everything. I love the car I own now.	2003	2003	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Nothing	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117481	201804    	L	en	201804    
001	Sales	ZASFAKPN1	J7B95532	2018	GUGL74	STELVIO AWD                    AWD	GU	737768398	001	20180331	20171010	20180403	20180403152658	71	F	E	A	69039	U    	7         	2017-10-10	          	          	M         	S82413Q   	S05715Q   	S67300Q   	          	          	1	1984	01	2	3	8	10	10	10	10	10	10	1	10	10	10	10	10	1	00	00	03	04	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	 	 	0000	0000	0000	10	the car	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117614	201804    	L	en	201804    
001	Sales	ZARFAEEN2	H7537101	2017	GAGT41	GIULIA TI AWD                  AWD	GA	737768406	001	20180331	20170125	20180403	20180403164152	70	E	B	A	69007	U    	7         	2017-01-25	          	          	F         	S78107L   	S45414P   	S45414P   	          	          	1	1972	04	5	2	5	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Very professional and knowledgeable sales person and no pressure finance and document signing experience. One of the best new car buying experiences, Ive had.	1009,1012,1014,1302,1304,3008,5102	1009	1012	1014	09	Unique character and styling, as well as handling performance.	8002	8002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	No	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117618	201804    	L	en	201804    
001	Sales	ZASFAKANX	J7B76650	2018	GUGL74	STELVIO AWD                    AWD	GU	737768423	001	20180331	20170822	20180403	20180405093543	71	F	E	A	69039	U    	7         	2017-08-22	          	          	M         	S72097P   	S05715Q   	S67300Q   	          	          	1	1964	04	3	3	3	09	09	09	08	09	99	1	10	10	10	10	10	1	01	00	03	00	00	00	 	1		 	10	08	08	10	08	08	10	1	09	1	09	10	1	1	1	1	10	00	00	00	04	00	 	10	The staff were very friendly, made it a joy to discuss the vehicles.	1006	1006	0000	0000	09	The comfort and packages.  The style is really nice.	1006,8002	1006	8002	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Not really.  Everyone was nice and went out of their way to answer questions and take care of me.	1002,1006,1008,1101	1002	1006	1008	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09	10	10		 	 	AXFX	59117626	201804    	L	en	201804    
001	Sales	ZASFAKBN5	J7B96819	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737768425	001	20180331	20171017	20180403	20180403152308	71	G	B	A	69319	U    	7         	2017-10-17	          	          	N         	S32976Q   	S35857P   	S35857P   	          	          	1	1967	02	4	3	7	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	What pleased me most was Mrs. Maryam Kazemi's outstanding customer service, professional attitude, wealth of knowledge, honesty.  This was my best experience in buying a car EVER.  She should get every bonus or promotion that is available.  Thank you for making this a very smooth and pleasant experience.	1003,1009,1018	1003	1009	1018	10	The look and handling of this SUV pleased me most about this car.	1008,8002	1008	8002	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117627	201804    	L	en	201804    
001	Sales	ZARFAEDN8	H7542191	2017	GAGL41	GIULIA AWD                     AWD	GA	737768672	001	20180331	20170228	20180403	20180404132036	66	T	A	A	69026	U    	7         	2017-02-28	          	          	T         	S67330N   	S05467F   	S05467F   	          	          	1	1957	02	7	2	7	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Sales person and finance manager were great	1302,1304,5102	1302	1304	5102	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59117679	201804    	L	en	201804    
001	Sales	ZARFAEDNX	H7547943	2017	GAGL41	GIULIA AWD                     AWD	GA	737769116	001	20180331	20170403	20180403	20180403152320	35	U	B	A	69069	U    	7         	2017-04-03	          	          	P         	S75154M   	S17830G   	S50254Q   	          	          	1	1985	01	2	1	5	09	10	09	08	09	08	1	06	99	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	05	2	10	03	1	1	1	1	07	00	00	00	00	00	The wash job was completed quickly but there were water marks and streaks/smudges on the body and front windshield. The car also had some lingering dirt from the interior clean. The cleaner just did not take their time or was not very proficient. They were trying to get the car cleaned and ready for delivery in the time it took me to complete financing paperwork. After giving the car a once over in good lighting the next day, I noticed some paint damage or a hard sticky substance on the hood about the size of a credit card. I have not tried to detail the vehicle yet so am not sure if this is actually paint damage or a substance that has dried onto the hood. This is a vehicle that was on the Fredricksburg lot for some time ('17) and then subsequently moved to Tysons. I got a good deal and everything was finalized within 2 hours on a Saturday afternoon, so I am not upset. I still think the vehicle could have been in a little better condition had the process not been so quick.	09	The sales staff was willing to provide a good deal on the last '17 on the lot. I was pretty set on the pricing and leasing incentives for a '17. I did not feel pressured and both Ben and Khal were very courteous and reasonable in our interactions. I had done my research and came in prepared with an overall number and lease term details in mind. While I had a lesser impression of the aesthetic condition of the vehicle on delivery, we did rush through the process on a Saturday afternoon before closing time. The mechanical condition of the vehicle has been great so far and am very much enjoying ownership of a new Alfa and felt the sales team were very professional and did a good job getting a deal done and sending me on my way to driving enjoyment. I would recommend either Safford location (Tysons or Fredricksburg) to anyone interested in an Alfa/Fiat/Maserati. I had a good experience with Joe Robinson at the Fredricksburg location prior to coming up to Tysons to make a deal on a '17. Thanks Safford!	1004,1008,1012,1014,1304,2002,2102,2105,3005,3103,5002,5104,8002	1004	1008	1012	10	It is a very nice car. Good power, handles great, gorgeous and comfortable interior. Infotainment is a bit lacking but was better in the '18s I looked at. I made the personal choice of going with a deal on a '17 knowing this in advance. Overall I hope Alfa's re-entry into the US market goes well and that there are new vehicles available for purchase in 2020 when my lease is up. Very pleased with the vehicle so far.	5104,8002	5104	8002	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Any areas for improvement are detailed in the previous questions.	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09	07	10		 	 	AXFX	59117779	201804    	L	en	201804    
